"","glm.pred","glm.prednum"
"232","red",1
"233","red",1
"234","red",1
"235","red",1
"236","red",1
"237","red",1
"238","red",1
"239","red",1
"240","yellow",2
"241","yellow",2
"242","yellow",2
"243","red",1
"244","red",1
"245","red",1
"246","red",1
"247","red",1
"248","red",1
"249","red",1
"250","red",1
"251","red",1
"252","red",1
"253","red",1
"254","red",1
"255","red",1
"256","red",1
"257","red",1
"258","red",1
"259","red",1
"260","red",1
"261","red",1
"262","yellow",2
"263","yellow",2
"264","yellow",2
"265","green",3
"266","green",3
"267","green",3
"268","green",3
"269","green",3
"270","green",3
"271","green",3
"272","green",3
"273","green",3
"274","green",3
"275","green",3
"276","green",3
"277","green",3
"278","green",3
"279","green",3
"280","green",3
"281","green",3
"282","green",3
"283","green",3
"284","green",3
"285","green",3
"286","green",3
"287","green",3
"288","green",3
"289","green",3
"290","green",3
"291","green",3
"292","green",3
"293","green",3
"294","green",3
"295","green",3
"296","green",3
"297","green",3
"298","green",3
"299","green",3
"300","green",3
"301","green",3
"302","yellow",2
"303","green",3
"304","yellow",2
"305","green",3
"306","green",3
"307","green",3
"308","green",3
"309","green",3
"310","green",3
"311","green",3
"312","green",3
"313","yellow",2
"314","green",3
"315","yellow",2
"316","yellow",2
"317","yellow",2
"318","red",1
"319","red",1
"320","green",3
"321","green",3
"322","green",3
"323","green",3
"324","yellow",2
"325","yellow",2
"326","yellow",2
"327","yellow",2
"328","yellow",2
"329","red",1
"330","red",1
"331","red",1
"332","red",1
"333","red",1
"334","red",1
"335","red",1
"336","red",1
"337","red",1
"338","red",1
"339","red",1
"340","red",1
"341","red",1
"342","red",1
"343","red",1
"344","red",1
"345","red",1
"346","red",1
"347","red",1
"348","red",1
"349","red",1
"350","red",1
"351","red",1
"352","red",1
"353","red",1
"354","red",1
"355","red",1
"356","red",1
"357","red",1
"358","red",1
"359","yellow",2
"360","yellow",2
"361","yellow",2
"362","yellow",2
"363","yellow",2
"364","yellow",2
"365","red",1
"366","red",1
"367","red",1
"368","red",1
"369","red",1
"370","red",1
"371","red",1
"372","red",1
"373","red",1
"374","red",1
"375","red",1
"376","yellow",2
"377","yellow",2
"378","yellow",2
"379","yellow",2
"380","yellow",2
"381","yellow",2
"382","yellow",2
"383","yellow",2
"384","yellow",2
"385","yellow",2
"386","yellow",2
"387","yellow",2
"388","yellow",2
"389","yellow",2
"390","yellow",2
"391","yellow",2
"392","yellow",2
"393","yellow",2
"394","yellow",2
"395","yellow",2
"396","yellow",2
"397","yellow",2
"398","yellow",2
"399","yellow",2
"400","yellow",2
"401","yellow",2
"402","yellow",2
"403","yellow",2
"404","yellow",2
"405","yellow",2
"406","yellow",2
"407","red",1
"408","red",1
"409","red",1
"410","yellow",2
"411","yellow",2
"412","yellow",2
"413","yellow",2
"414","yellow",2
"415","yellow",2
"416","yellow",2
"417","yellow",2
"418","yellow",2
"419","yellow",2
"420","yellow",2
"421","yellow",2
"422","yellow",2
"423","yellow",2
"424","yellow",2
"425","yellow",2
"426","yellow",2
"427","yellow",2
"428","yellow",2
"429","yellow",2
"430","yellow",2
"431","yellow",2
"432","yellow",2
"433","yellow",2
"434","yellow",2
"435","yellow",2
"436","yellow",2
"437","yellow",2
"438","yellow",2
"439","yellow",2
"440","yellow",2
"441","yellow",2
"442","yellow",2
"443","yellow",2
"444","yellow",2
"445","yellow",2
"446","yellow",2
"447","yellow",2
"448","yellow",2
"449","yellow",2
"450","yellow",2
"451","green",3
"452","green",3
"453","green",3
"454","green",3
"455","green",3
"456","yellow",2
"457","yellow",2
"458","yellow",2
"459","yellow",2
"460","yellow",2
"461","green",3
"462","green",3
"463","green",3
"464","green",3
"465","green",3
"466","green",3
"467","green",3
"468","green",3
"469","green",3
"470","green",3
"471","green",3
"472","yellow",2
"473","yellow",2
"474","yellow",2
"475","yellow",2
"476","yellow",2
"477","yellow",2
"478","yellow",2
"479","yellow",2
"480","yellow",2
"481","yellow",2
"482","yellow",2
"483","yellow",2
"484","yellow",2
"485","yellow",2
"486","yellow",2
"487","yellow",2
"488","yellow",2
"489","yellow",2
"490","yellow",2
"491","yellow",2
"492","yellow",2
"493","yellow",2
"494","yellow",2
"495","yellow",2
"496","yellow",2
"497","yellow",2
"498","yellow",2
"499","yellow",2
"500","yellow",2
"501","yellow",2
"502","yellow",2
"503","yellow",2
"504","yellow",2
"505","yellow",2
"506","yellow",2
"507","yellow",2
"508","yellow",2
"509","yellow",2
"510","yellow",2
"511","yellow",2
"512","yellow",2
"513","yellow",2
"514","yellow",2
"515","yellow",2
"516","yellow",2
"517","yellow",2
"518","yellow",2
"519","yellow",2
"520","yellow",2
"521","yellow",2
"522","yellow",2
"523","yellow",2
"524","yellow",2
"525","yellow",2
"526","yellow",2
"527","yellow",2
"528","yellow",2
"529","yellow",2
"530","yellow",2
"531","yellow",2
"532","yellow",2
"533","yellow",2
"534","yellow",2
"535","yellow",2
"536","yellow",2
"537","yellow",2
"538","yellow",2
"539","yellow",2
"540","yellow",2
"541","yellow",2
"542","yellow",2
"543","yellow",2
"544","yellow",2
"545","yellow",2
"546","yellow",2
"547","yellow",2
"548","yellow",2
"549","yellow",2
"550","green",3
"551","yellow",2
"552","yellow",2
"553","yellow",2
"554","yellow",2
"555","yellow",2
"556","yellow",2
"557","yellow",2
"558","yellow",2
"559","yellow",2
"560","yellow",2
"561","yellow",2
"562","yellow",2
"563","yellow",2
"564","yellow",2
"565","yellow",2
"566","yellow",2
"567","yellow",2
"568","yellow",2
"569","red",1
"570","red",1
"571","red",1
"572","red",1
"573","red",1
"574","red",1
"575","red",1
"576","red",1
"577","red",1
"578","red",1
"579","red",1
"580","red",1
"581","red",1
"582","red",1
"583","red",1
"584","red",1
"585","red",1
"586","red",1
"587","red",1
"588","red",1
"589","red",1
"590","red",1
"591","red",1
"592","red",1
"593","red",1
"594","yellow",2
"595","yellow",2
"596","yellow",2
"597","yellow",2
"598","yellow",2
"599","green",3
"600","green",3
"601","green",3
"602","green",3
"603","green",3
"604","green",3
"605","green",3
"606","green",3
"607","green",3
"608","yellow",2
"609","yellow",2
"610","yellow",2
"611","yellow",2
"612","yellow",2
"613","yellow",2
"614","red",1
"615","red",1
"616","red",1
"617","red",1
"618","red",1
"619","red",1
"620","red",1
"621","red",1
"622","red",1
"623","red",1
"624","red",1
"625","red",1
"626","red",1
"627","red",1
"628","red",1
"629","red",1
"630","red",1
"631","red",1
"632","red",1
"633","red",1
"634","yellow",2
"635","yellow",2
"636","yellow",2
"637","yellow",2
"638","yellow",2
"639","yellow",2
"640","yellow",2
"641","yellow",2
"642","yellow",2
"643","yellow",2
"644","yellow",2
"645","yellow",2
"646","yellow",2
"647","yellow",2
"648","red",1
"649","red",1
"650","red",1
"651","red",1
"652","red",1
"653","red",1
"654","red",1
"655","red",1
"656","red",1
"657","yellow",2
"658","yellow",2
"659","yellow",2
"660","yellow",2
"661","yellow",2
"662","yellow",2
"663","yellow",2
"664","yellow",2
"665","yellow",2
"666","yellow",2
"667","yellow",2
"668","yellow",2
"669","yellow",2
"670","yellow",2
"671","yellow",2
"672","yellow",2
"673","yellow",2
"674","yellow",2
"675","yellow",2
"676","yellow",2
"677","yellow",2
"678","yellow",2
"679","yellow",2
"680","yellow",2
"681","yellow",2
"682","yellow",2
"683","yellow",2
"684","yellow",2
"685","yellow",2
"686","yellow",2
"687","yellow",2
"688","yellow",2
"689","yellow",2
"690","green",3
"691","green",3
"692","green",3
"693","green",3
"694","green",3
"695","green",3
"696","green",3
"697","green",3
"698","yellow",2
"699","yellow",2
"700","yellow",2
"701","yellow",2
"702","yellow",2
"703","yellow",2
"704","yellow",2
"705","yellow",2
"706","yellow",2
"707","yellow",2
"708","yellow",2
"709","yellow",2
"710","yellow",2
"711","yellow",2
"712","green",3
"713","green",3
"714","green",3
"715","green",3
"716","green",3
"717","green",3
"718","green",3
"719","green",3
"720","green",3
"721","green",3
"722","green",3
"723","green",3
"724","green",3
"725","green",3
"726","green",3
"727","green",3
"728","green",3
"729","green",3
"730","green",3
"731","green",3
"732","green",3
"733","green",3
"734","yellow",2
"735","yellow",2
"736","yellow",2
"737","yellow",2
"738","yellow",2
"739","yellow",2
"740","yellow",2
"741","yellow",2
"742","yellow",2
"743","yellow",2
"744","yellow",2
"745","yellow",2
"746","yellow",2
"747","yellow",2
"748","yellow",2
"749","yellow",2
"750","green",3
"751","yellow",2
"752","yellow",2
"753","yellow",2
"754","yellow",2
"755","yellow",2
"756","green",3
"757","yellow",2
"758","yellow",2
"759","yellow",2
"760","green",3
"761","yellow",2
"762","yellow",2
"763","yellow",2
"764","yellow",2
"765","yellow",2
"766","yellow",2
"767","yellow",2
"768","yellow",2
"769","yellow",2
"770","yellow",2
"771","yellow",2
"772","yellow",2
"773","yellow",2
"774","yellow",2
"775","yellow",2
"776","yellow",2
"777","yellow",2
"778","yellow",2
"779","yellow",2
"780","yellow",2
"781","yellow",2
"782","yellow",2
"783","yellow",2
"784","yellow",2
"785","red",1
"786","red",1
"787","red",1
"788","red",1
"789","red",1
"790","red",1
"791","red",1
"792","red",1
"793","red",1
"794","red",1
"795","red",1
"796","red",1
"797","red",1
"798","red",1
"799","red",1
"800","red",1
"801","red",1
"802","red",1
"803","red",1
"804","red",1
"805","red",1
"806","red",1
"807","red",1
"808","red",1
"809","red",1
"810","red",1
"811","red",1
"812","yellow",2
"813","yellow",2
"814","yellow",2
"815","yellow",2
"816","yellow",2
"817","yellow",2
"818","yellow",2
"819","yellow",2
"820","yellow",2
"821","yellow",2
"822","yellow",2
"823","yellow",2
"824","yellow",2
"825","yellow",2
